,Provider.ID,Hospital.Name,Address,City,State,ZIP.Code,County.Name,Phone.Number,HCAHPS.Measure.ID,HCAHPS.Question,HCAHPS.Answer.Description,HCAHPS.Answer.Percent,Number.of.Completed.Surveys,Survey.Response.Rate.Percent,Footnote,Measure.Start.Date,Measure.End.Date,,Grade
56522,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",66,300 or more,33%,,10/1/12,9/30/13,,0.843333333
56523,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",13,300 or more,33%,,10/1/12,9/30/13,,
56524,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",21,300 or more,33%,,10/1/12,9/30/13,,
56531,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",55,300 or more,33%,,10/1/12,9/30/13,,0.803333333
56532,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",14,300 or more,33%,,10/1/12,9/30/13,,
56533,220066,MERCY MEDICAL CENTER,271 CAREW STREET,SPRINGFIELD,MA,1104,HAMPDEN,4137489000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",31,300 or more,33%,,10/1/12,9/30/13,,
56508,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",67,300 or more,36%,,10/1/12,9/30/13,,0.853333333
56509,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",11,300 or more,36%,,10/1/12,9/30/13,,
56510,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",22,300 or more,36%,,10/1/12,9/30/13,,
56516,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",50,300 or more,36%,,10/1/12,9/30/13,,0.796666667
56517,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",11,300 or more,36%,,10/1/12,9/30/13,,
56518,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",39,300 or more,36%,,10/1/12,9/30/13,,
56499,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",81,300 or more,36%,,10/1/12,9/30/13,,0.926666667
56500,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",3,300 or more,36%,,10/1/12,9/30/13,,
56501,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,36%,,10/1/12,9/30/13,,
56496,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",80,300 or more,36%,,10/1/12,9/30/13,,0.923333333
56497,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",3,300 or more,36%,,10/1/12,9/30/13,,
56498,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",17,300 or more,36%,,10/1/12,9/30/13,,
56505,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,300 or more,36%,,10/1/12,9/30/13,,0.893333333
56506,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",4,300 or more,36%,,10/1/12,9/30/13,,
56507,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",24,300 or more,36%,,10/1/12,9/30/13,,
56493,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",74,300 or more,36%,,10/1/12,9/30/13,,0.896666667
56494,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",5,300 or more,36%,,10/1/12,9/30/13,,
56495,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",21,300 or more,36%,,10/1/12,9/30/13,,
56502,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",74,300 or more,36%,,10/1/12,9/30/13,,0.896666667
56503,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",5,300 or more,36%,,10/1/12,9/30/13,,
56504,220065,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,1085,HAMPDEN,4135682811,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",21,300 or more,36%,,10/1/12,9/30/13,,
56479,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",64,300 or more,30%,,10/1/12,9/30/13,,0.816666667
56480,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",19,300 or more,30%,,10/1/12,9/30/13,,
56481,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",17,300 or more,30%,,10/1/12,9/30/13,,
56487,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",58,300 or more,30%,,10/1/12,9/30/13,,0.82
56488,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",12,300 or more,30%,,10/1/12,9/30/13,,
56489,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",30,300 or more,30%,,10/1/12,9/30/13,,
56470,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",80,300 or more,30%,,10/1/12,9/30/13,,0.916666667
56471,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,30%,,10/1/12,9/30/13,,
56472,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",15,300 or more,30%,,10/1/12,9/30/13,,
56467,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",80,300 or more,30%,,10/1/12,9/30/13,,0.92
56468,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",4,300 or more,30%,,10/1/12,9/30/13,,
56469,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",16,300 or more,30%,,10/1/12,9/30/13,,
56476,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",72,300 or more,30%,,10/1/12,9/30/13,,0.883333333
56477,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",7,300 or more,30%,,10/1/12,9/30/13,,
56478,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",21,300 or more,30%,,10/1/12,9/30/13,,
56464,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",73,300 or more,30%,,10/1/12,9/30/13,,0.88
56465,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",9,300 or more,30%,,10/1/12,9/30/13,,
56466,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",18,300 or more,30%,,10/1/12,9/30/13,,
56473,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",66,300 or more,30%,,10/1/12,9/30/13,,0.85
56474,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",11,300 or more,30%,,10/1/12,9/30/13,,
56475,220063,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,1854,MIDDLESEX,9789376000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",23,300 or more,30%,,10/1/12,9/30/13,,
56421,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",59,300 or more,33%,,10/1/12,9/30/13,,0.79
56422,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",22,300 or more,33%,,10/1/12,9/30/13,,
56423,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",19,300 or more,33%,,10/1/12,9/30/13,,
56429,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",46,300 or more,33%,,10/1/12,9/30/13,,0.763333333
56430,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",17,300 or more,33%,,10/1/12,9/30/13,,
56431,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",37,300 or more,33%,,10/1/12,9/30/13,,
56412,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",78,300 or more,33%,,10/1/12,9/30/13,,0.91
56413,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,33%,,10/1/12,9/30/13,,
56414,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",17,300 or more,33%,,10/1/12,9/30/13,,
56409,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",75,300 or more,33%,,10/1/12,9/30/13,,0.896666667
56410,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,33%,,10/1/12,9/30/13,,
56411,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",19,300 or more,33%,,10/1/12,9/30/13,,
56418,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",69,300 or more,33%,,10/1/12,9/30/13,,0.866666667
56419,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",9,300 or more,33%,,10/1/12,9/30/13,,
56420,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",22,300 or more,33%,,10/1/12,9/30/13,,
56406,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",62,300 or more,33%,,10/1/12,9/30/13,,0.83
56407,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",13,300 or more,33%,,10/1/12,9/30/13,,
56408,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",25,300 or more,33%,,10/1/12,9/30/13,,
56415,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",59,300 or more,33%,,10/1/12,9/30/13,,0.823333333
56416,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",12,300 or more,33%,,10/1/12,9/30/13,,
56417,220060,JORDAN HOSPITAL INC,275 SANDWICH STREET,PLYMOUTH,MA,2360,PLYMOUTH,5087462000,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",29,300 or more,33%,,10/1/12,9/30/13,,
56392,220058,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,1510,WORCESTER,9783683000,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",73,Between 100 and 299,32%,,10/1/12,9/30/13,,0.856666667
56393,220058,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,1510,WORCESTER,9783683000,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",16,Between 100 and 299,32%,,10/1/12,9/30/13,,
